ID	Gene	Entrez	Cluster	Correlation
DBTMEE:0004459	Cdkn1c	12577	Minor ZGA	0.9652
DBTMEE:0013686	Nap1l4	17955	Minor ZGA	0.99059
DBTMEE:0015616	Osbpl5	79196	Minor ZGA	0.99916
DBTMEE:0007005	Fadd	14082	Minor ZGA	0.9221
DBTMEE:0002806	Arhgef18	102098	Minor ZGA	0.95381
DBTMEE:0004283	Cd209g	70192	Minor ZGA	0.93087
DBTMEE:0023223	Zfp958	233987	Minor ZGA	0.92915
DBTMEE:0013581	Myo16	244281	Minor ZGA	0.9756
DBTMEE:0019616	Sox1	20664	Minor ZGA	0.96515
DBTMEE:0003031	Atp11a	50770	Minor ZGA	0.92068
DBTMEE:0012192	Mcf2l	17207	Minor ZGA	0.99834
DBTMEE:0023167	Zfp828	101994	Minor ZGA	0.98262
DBTMEE:0007365	Fbxo25	66822	Minor ZGA	0.99049
DBTMEE:0006064	Dlgap2	244310	Minor ZGA	0.99486
DBTMEE:0013609	Myom2	17930	Minor ZGA	0.97614
DBTMEE:0003774	C86695	97476	Minor ZGA	0.99387
DBTMEE:0021246	Tpte	234129	Minor ZGA	0.99551
DBTMEE:0023273	Zmat4	320158	Minor ZGA	0.99885
DBTMEE:0012358	Mfhas1	52065	Minor ZGA	0.99646
DBTMEE:0001797	AI429214	621080	Minor ZGA	0.97997
DBTMEE:0015929	Pcm1	18536	Minor ZGA	0.91292
DBTMEE:0019600	Sorbs2	234214	Minor ZGA	0.99835
DBTMEE:0011768	Lrp2bp	67620	Minor ZGA	0.9821
DBTMEE:0001322	4933411K20Rik	66756	Minor ZGA	0.98849
DBTMEE:0002053	Acsl1	14081	Minor ZGA	0.97556
DBTMEE:0013083	Mlf1ip	71876	Minor ZGA	0.94689
DBTMEE:0008095	Glra3	110304	Minor ZGA	0.99347
DBTMEE:0010243	Hpgd	15446	Minor ZGA	0.93233
DBTMEE:0007390	Fbxo8	50753	Minor ZGA	0.99435
DBTMEE:0009869	Hand2	15111	Minor ZGA	0.92122
DBTMEE:0000713	2700029M09Rik	72612	Minor ZGA	0.99526
DBTMEE:0018761	Sh3rf1	59009	Minor ZGA	0.94638
DBTMEE:0019779	Spock3	72902	Minor ZGA	0.9458
DBTMEE:0020735	Tktl2	74419	Minor ZGA	0.97353
DBTMEE:0011736	Lpl	16956	Minor ZGA	0.99874
DBTMEE:0003091	Atp6v1b2	11966	Minor ZGA	0.95765
DBTMEE:0023194	Zfp930	234358	Minor ZGA	0.98655
DBTMEE:0009347	Gmip	78816	Minor ZGA	0.97082
DBTMEE:0006668	Ell	13716	Minor ZGA	0.99464
DBTMEE:0017351	Rab3a	19339	Minor ZGA	0.94822
DBTMEE:0013602	Myo9b	17925	Minor ZGA	0.99807
DBTMEE:0023114	Zfp709	236193	Minor ZGA	0.98667
DBTMEE:0002629	Ap1m1	11767	Minor ZGA	0.97869
DBTMEE:0018826	Sin3b	20467	Minor ZGA	0.91944
DBTMEE:0010788	Isx	71597	Minor ZGA	0.99345
DBTMEE:0010149	Hmgxb4	70823	Minor ZGA	0.95751
DBTMEE:0018893	Slc10a7	76775	Minor ZGA	0.98918
DBTMEE:0010669	Inpp4b	234515	Minor ZGA	0.99442
DBTMEE:0002952	Asf1b	66929	Minor ZGA	0.99542
DBTMEE:0016858	Prkaca	18747	Minor ZGA	0.97062
DBTMEE:0010190	Hook2	170833	Minor ZGA	0.97461
DBTMEE:0009160	Gm6531	624855	Minor ZGA	0.94882
DBTMEE:0004636	Chd9	109151	Minor ZGA	0.93453
DBTMEE:0007719	Fto	26383	Minor ZGA	0.97773
DBTMEE:0013126	Mmp2	17390	Minor ZGA	0.99551
DBTMEE:0011725	Lpcat2	270084	Minor ZGA	0.99061
DBTMEE:0016584	Polr2c	20021	Minor ZGA	0.97199
DBTMEE:0007354	Fbxl8	50788	Minor ZGA	0.94426
DBTMEE:0014065	Nol3	78688	Minor ZGA	0.99819
DBTMEE:0006433	E2f4	104394	Minor ZGA	0.9377
DBTMEE:0001297	4933405L10Rik	71046	Minor ZGA	0.99522
DBTMEE:0017077	Pskh1	244631	Minor ZGA	0.9818
DBTMEE:0022860	Zfhx3	11906	Minor ZGA	0.97902
DBTMEE:0021658	Txnl4b	234723	Minor ZGA	0.94236
DBTMEE:0007723	Ftsjd1	234728	Minor ZGA	0.99504
DBTMEE:0010376	Hydin	244653	Minor ZGA	0.94283
DBTMEE:0021978	Vac14	234729	Minor ZGA	0.96393
DBTMEE:0004966	Cntnap4	170571	Minor ZGA	0.97728
DBTMEE:0022630	Wwox	80707	Minor ZGA	0.99851
DBTMEE:0004535	Cenpn	72155	Minor ZGA	0.99609
DBTMEE:0003022	Atmin	234776	Minor ZGA	0.97506
DBTMEE:0004399	Cdh13	12554	Minor ZGA	0.99356
DBTMEE:0015625	Osgin1	71839	Minor ZGA	0.99344
DBTMEE:0013830	Necab2	117148	Minor ZGA	0.99519
DBTMEE:0022557	Wfdc1	67866	Minor ZGA	0.99946
DBTMEE:0010560	Il17c	234836	Minor ZGA	0.986
DBTMEE:0017364	Rab4a	19341	Minor ZGA	0.99492
DBTMEE:0009396	Gnpat	14712	Minor ZGA	0.97878
DBTMEE:0006042	Disc1	244667	Minor ZGA	0.96982
DBTMEE:0003265	BC021891	234878	Minor ZGA	0.97487
DBTMEE:0015780	Pard3	93742	Minor ZGA	0.99296
DBTMEE:0014207	Nrp1	18186	Minor ZGA	0.99867
DBTMEE:0010688	Insr	16337	Minor ZGA	0.91197
DBTMEE:0004279	Cd209c	170776	Minor ZGA	0.97805
DBTMEE:0015924	Pcid2	234069	Minor ZGA	0.94424
DBTMEE:0017479	Rasa3	19414	Minor ZGA	0.98722
DBTMEE:0018997	Slc25a15	18408	Minor ZGA	0.97217
DBTMEE:0010534	Ikbkb	16150	Minor ZGA	0.99089
DBTMEE:0010363	Htra4	330723	Minor ZGA	0.99378
DBTMEE:0016424	Plekha2	83436	Minor ZGA	0.9681
DBTMEE:0003365	Bag4	67384	Minor ZGA	0.99602
DBTMEE:0000969	4930444A02Rik	74653	Minor ZGA	0.9846
DBTMEE:0010191	Hook3	320191	Minor ZGA	0.93074
DBTMEE:0002232	Adrb3	11556	Minor ZGA	0.95682
DBTMEE:0022619	Wrn	22427	Minor ZGA	0.91609
DBTMEE:0021143	Tnks	21951	Minor ZGA	0.9836
DBTMEE:0004941	Cnot7	18983	Minor ZGA	0.9925
DBTMEE:0013448	Mtmr7	54384	Minor ZGA	0.98922
DBTMEE:0005560	Cyp4v3	102294	Minor ZGA	0.98429
DBTMEE:0020039	Stox2	71069	Minor ZGA	0.93406
DBTMEE:0022488	Wdr17	244484	Minor ZGA	0.98788
DBTMEE:0018301	Sap30	60406	Minor ZGA	0.97981
DBTMEE:0020745	Tll1	21892	Minor ZGA	0.99585
DBTMEE:0005120	Cpe	12876	Minor ZGA	0.93012
DBTMEE:0021372	Trim75	333307	Minor ZGA	0.99915
DBTMEE:0017057	Psd3	234353	Minor ZGA	0.94374
DBTMEE:0011961	Lzts1	211134	Minor ZGA	0.98673
DBTMEE:0021013	Tmem59l	67937	Minor ZGA	0.99377
DBTMEE:0002764	Arhgap10	78514	Minor ZGA	0.99091
DBTMEE:0011874	Lsm6	78651	Minor ZGA	0.97122
DBTMEE:0019295	Smad1	17125	Minor ZGA	0.99036
DBTMEE:0013904	Nfix	18032	Minor ZGA	0.98272
DBTMEE:0005719	Dand5	23863	Minor ZGA	0.99938
DBTMEE:0023151	Zfp791	244556	Minor ZGA	0.94025
DBTMEE:0022992	Zfp423	94187	Minor ZGA	0.99821
DBTMEE:0019562	Snx20	71607	Minor ZGA	0.98921
DBTMEE:0021207	Tox3	244579	Minor ZGA	0.99461
DBTMEE:0018005	Rpgrip1l	244585	Minor ZGA	0.99113
DBTMEE:0004723	Ciapin1	109006	Minor ZGA	0.96685
DBTMEE:0006213	Dok4	114255	Minor ZGA	0.95642
DBTMEE:0009428	Got2	14719	Minor ZGA	0.94573
DBTMEE:0004416	Cdh8	12564	Minor ZGA	0.98783
DBTMEE:0020732	Tk2	57813	Minor ZGA	0.98644
DBTMEE:0004143	Ccdc79	320022	Minor ZGA	0.98958
DBTMEE:0013662	Nae1	234664	Minor ZGA	0.98796
DBTMEE:0007284	Fam96b	68523	Minor ZGA	0.9726
DBTMEE:0011796	Lrrc29	234684	Minor ZGA	0.96124
DBTMEE:0020543	Terf2	21750	Minor ZGA	0.93688
DBTMEE:0014154	Nqo1	18104	Minor ZGA	0.948
DBTMEE:0005991	Dhodh	56749	Minor ZGA	0.98411
DBTMEE:0010610	Il34	76527	Minor ZGA	0.98237
DBTMEE:0005829	Ddx19a	13680	Minor ZGA	0.97185
DBTMEE:0006994	Fa2h	338521	Minor ZGA	0.97179
DBTMEE:0011548	Ldhd	52815	Minor ZGA	0.97213
DBTMEE:0011979	Maf	17132	Minor ZGA	0.98436
DBTMEE:0000297	1700030J22Rik	69528	Minor ZGA	0.98839
DBTMEE:0013201	Mphosph6	68533	Minor ZGA	0.994
DBTMEE:0010304	Hsdl1	72552	Minor ZGA	0.97863
DBTMEE:0000829	4632415K11Rik	74347	Minor ZGA	0.9996
DBTMEE:0000070	1190005I06Rik	68918	Minor ZGA	0.97079
DBTMEE:0016133	Pgbd5	209966	Minor ZGA	0.97006
DBTMEE:0018830	Sipa1l2	244668	Minor ZGA	0.96372
DBTMEE:0005406	Cwf19l2	244672	Minor ZGA	0.97929
DBTMEE:0009755	Gucy1a2	234889	Minor ZGA	0.95742
DBTMEE:0013117	Mmp12	17381	Minor ZGA	0.98665
DBTMEE:0013132	Mmp27	234911	Minor ZGA	0.99169
DBTMEE:0013444	Mtmr2	77116	Minor ZGA	0.98232
DBTMEE:0003255	BC017612	170748	Minor ZGA	0.98467
DBTMEE:0023172	Zfp846	244721	Minor ZGA	0.98618
DBTMEE:0004927	Cnn1	12797	Minor ZGA	0.99509
DBTMEE:0010527	Igsf9b	235086	Minor ZGA	0.97293
DBTMEE:0009215	Gm7244	638580	Minor ZGA	0.99969
DBTMEE:0006905	Ets1	23871	Minor ZGA	0.98981
DBTMEE:0004469	Cdon	57810	Minor ZGA	0.99945
DBTMEE:0015453	Olfr874	258882	Minor ZGA	0.94485
DBTMEE:0015475	Olfr901	258028	Minor ZGA	0.98886
DBTMEE:0003452	Bcl9l	80288	Minor ZGA	0.8907
DBTMEE:0013227	Mpzl3	319742	Minor ZGA	0.94426
DBTMEE:0018415	Scn4b	399548	Minor ZGA	0.95158
DBTMEE:0007755	Fxyd6	59095	Minor ZGA	0.98736
DBTMEE:0003834	Cadm1	54725	Minor ZGA	0.99691
DBTMEE:0021921	Usp28	235323	Minor ZGA	0.99688
DBTMEE:0020713	Timm8b	30057	Minor ZGA	0.95348
DBTMEE:0003649	Btg4	56057	Minor ZGA	0.89128
DBTMEE:0001150	4930550C14Rik	75311	Minor ZGA	0.99295
DBTMEE:0010410	Idh3a	67834	Minor ZGA	0.97715
DBTMEE:0001786	AI118078	244886	Minor ZGA	0.99018
DBTMEE:0010128	Hmg20a	66867	Minor ZGA	0.96697
DBTMEE:0018825	Sin3a	20466	Minor ZGA	0.99128
DBTMEE:0020043	Stra6	20897	Minor ZGA	0.97506
DBTMEE:0015800	Parp6	67287	Minor ZGA	0.98203
DBTMEE:0001872	Aagab	66939	Minor ZGA	0.93539
DBTMEE:0017588	Rbpms2	71973	Minor ZGA	0.94969
DBTMEE:0003918	Car12	76459	Minor ZGA	0.90234
DBTMEE:0022388	Vps13c	320528	Minor ZGA	0.99801
DBTMEE:0013589	Myo1e	71602	Minor ZGA	0.99522
DBTMEE:0013835	Nedd4	17999	Minor ZGA	0.97464
DBTMEE:0017281	Pygo1	72135	Minor ZGA	0.87206
DBTMEE:0017334	Rab27a	11891	Minor ZGA	0.96612
DBTMEE:0015566	Onecut1	15379	Minor ZGA	0.99929
DBTMEE:0007180	BC031353	235493	Minor ZGA	0.99662
DBTMEE:0002891	Arpp19	59046	Minor ZGA	0.99982
DBTMEE:0013595	Myo5a	17918	Minor ZGA	0.9153
DBTMEE:0009377	Gnb5	14697	Minor ZGA	0.97831
DBTMEE:0003538	Bmp5	12160	Minor ZGA	0.99013
DBTMEE:0010140	Hmgcll1	208982	Minor ZGA	0.94202
DBTMEE:0010398	Ick	56542	Minor ZGA	0.98588
DBTMEE:0013598	Myo6	17920	Minor ZGA	0.99197
DBTMEE:0021573	Ttk	22137	Minor ZGA	0.98811
DBTMEE:0013433	Mthfs	107885	Minor ZGA	0.99701
DBTMEE:0016476	Plscr1	22038	Minor ZGA	0.97134
DBTMEE:0015941	Pcolce2	76477	Minor ZGA	0.95428
DBTMEE:0001501	7420426K07Rik	546157	Minor ZGA	0.9908
DBTMEE:0004559	Cep70	68121	Minor ZGA	0.93204
DBTMEE:0014121	Nphp3	74025	Minor ZGA	0.99953
DBTMEE:0020760	Tlr9	81897	Minor ZGA	0.98906
DBTMEE:0006350	Dusp7	235584	Minor ZGA	0.97917
DBTMEE:0017503	Rassf1	56289	Minor ZGA	0.94425
DBTMEE:0003878	Camkv	235604	Minor ZGA	0.97898
DBTMEE:0005774	Dclk3	245038	Minor ZGA	0.99789
DBTMEE:0009408	Golga4	54214	Minor ZGA	0.99362
DBTMEE:0010806	Itga9	104099	Minor ZGA	0.99611
DBTMEE:0005326	Ctdspl	69274	Minor ZGA	0.9708
DBTMEE:0006055	Dlec1	320256	Minor ZGA	0.99283
DBTMEE:0002099	Acvr2b	11481	Minor ZGA	0.96154
DBTMEE:0022513	Wdr48	67561	Minor ZGA	0.93744
DBTMEE:0021264	Trak1	67095	Minor ZGA	0.98234
DBTMEE:0019521	Snrk	20623	Minor ZGA	0.98173
DBTMEE:0005696	D9Ertd402e	382117	Minor ZGA	0.95321
DBTMEE:0011480	Lars2	102436	Minor ZGA	0.97532
DBTMEE:0011634	Limd1	29806	Minor ZGA	0.91309
DBTMEE:0004234	Ccr3	12771	Minor ZGA	0.99735
DBTMEE:0009619	Gria4	14802	Minor ZGA	0.89759
DBTMEE:0003510	Birc3	11796	Minor ZGA	0.98467
DBTMEE:0001557	9230110C19Rik	234912	Minor ZGA	0.99916
DBTMEE:0002789	Arhgap42	71544	Minor ZGA	0.94485
DBTMEE:0002569	Ankrd49	56503	Minor ZGA	0.96108
DBTMEE:0001454	5830418K08Rik	319675	Minor ZGA	0.93478
DBTMEE:0007318	Fat3	270120	Minor ZGA	0.95637
DBTMEE:0023042	Zfp560	434377	Minor ZGA	0.99743
DBTMEE:0022993	Zfp426	235028	Minor ZGA	0.94164
DBTMEE:0007337	Fbxl12	30843	Minor ZGA	0.9874
DBTMEE:0010898	Kank2	235041	Minor ZGA	0.97381
DBTMEE:0017354	Rab3d	19340	Minor ZGA	0.99536
DBTMEE:0006656	Elavl3	15571	Minor ZGA	0.98969
DBTMEE:0014248	Ntm	235106	Minor ZGA	0.99596
DBTMEE:0005785	Dcps	69305	Minor ZGA	0.96617
DBTMEE:0020726	Tirap	117149	Minor ZGA	0.99645
DBTMEE:0010378	Hyls1	76832	Minor ZGA	0.99996
DBTMEE:0008671	Pate-g	100312948	Minor ZGA	0.92937
DBTMEE:0004638	Chek1	12649	Minor ZGA	0.99856
DBTMEE:0016351	Pknox2	208076	Minor ZGA	0.99951
DBTMEE:0004059	Ccdc15	245902	Minor ZGA	0.99306
DBTMEE:0001856	AW551984	244810	Minor ZGA	0.98839
DBTMEE:0021696	Ubash3b	72828	Minor ZGA	0.97236
DBTMEE:0017941	Rnf26	213211	Minor ZGA	0.98334
DBTMEE:0004149	Ccdc84	382073	Minor ZGA	0.93545
DBTMEE:0004547	Cep164	214552	Minor ZGA	0.98883
DBTMEE:0017678	Rexo2	104444	Minor ZGA	0.99107
DBTMEE:0014051	Nnmt	18113	Minor ZGA	0.99853
DBTMEE:0017237	Pts	19286	Minor ZGA	0.96093
DBTMEE:0003455	Bco2	170752	Minor ZGA	0.97513
DBTMEE:0018819	Sik2	235344	Minor ZGA	0.99036
DBTMEE:0001991	Acat1	110446	Minor ZGA	0.98495
DBTMEE:0014195	Nrg4	83961	Minor ZGA	0.99927
DBTMEE:0005267	Csk	12988	Minor ZGA	0.94201
DBTMEE:0004850	Clk3	102414	Minor ZGA	0.9461
DBTMEE:0002826	Arid3b	56380	Minor ZGA	0.94434
DBTMEE:0002832	Arih1	23806	Minor ZGA	0.98113
DBTMEE:0014170	Nr2e3	23958	Minor ZGA	0.99639
DBTMEE:0005079	Coro2b	235431	Minor ZGA	0.99795
DBTMEE:0016227	Pias1	56469	Minor ZGA	0.99298
DBTMEE:0012050	Map2k1	26395	Minor ZGA	0.97377
DBTMEE:0017374	Rab8b	235442	Minor ZGA	0.99157
DBTMEE:0020748	Tln2	70549	Minor ZGA	0.98408
DBTMEE:0013624	Gcom1	102371	Minor ZGA	0.99829
DBTMEE:0011777	Lrrc1	214345	Minor ZGA	0.9935
DBTMEE:0016193	Phip	83946	Minor ZGA	0.99714
DBTMEE:0011500	Lca5	75782	Minor ZGA	0.96554
DBTMEE:0021704	Ube2cbp	70348	Minor ZGA	0.96453
DBTMEE:0012238	Me1	17436	Minor ZGA	0.96704
DBTMEE:0002559	Ankrd34c	330998	Minor ZGA	0.96994
DBTMEE:0020385	Tbc1d2b	67016	Minor ZGA	0.97727
DBTMEE:0016474	Pls1	102502	Minor ZGA	0.99235
DBTMEE:0000369	1700065D16Rik	73410	Minor ZGA	0.95702
DBTMEE:0002871	Armc8	74125	Minor ZGA	0.94596
DBTMEE:0006798	Ephb1	270190	Minor ZGA	0.97408
DBTMEE:0002044	Acpp	56318	Minor ZGA	0.98694
DBTMEE:0013848	Nek11	208583	Minor ZGA	0.99972
DBTMEE:0009361	Gnai2	14678	Minor ZGA	0.99949
DBTMEE:0009367	Gnat1	14685	Minor ZGA	0.93906
DBTMEE:0021297	Trex1	22040	Minor ZGA	0.94512
DBTMEE:0002892	Arpp21	74100	Minor ZGA	0.96485
DBTMEE:0013541	Myd88	17874	Minor ZGA	0.95604
DBTMEE:0018489	Sec22c	215474	Minor ZGA	0.98842
DBTMEE:0010011	Hhatl	74770	Minor ZGA	0.93211
DBTMEE:0004043	Ccdc13	100502861	Minor ZGA	0.97701
DBTMEE:0021952	Usp9x	22284	Minor ZGA	0.89912
DBTMEE:0012046	Maoa	17161	Minor ZGA	0.9769
DBTMEE:0011066	Kdm6a	22289	Minor ZGA	0.99792
DBTMEE:0017715	Rgn	19733	Minor ZGA	0.97881
DBTMEE:0021683	Uba1	22201	Minor ZGA	0.95006
DBTMEE:0004431	Cdk16	18555	Minor ZGA	0.95244
DBTMEE:0021904	Usp11	236733	Minor ZGA	0.9753
DBTMEE:0019652	Spaca5	278203	Minor ZGA	0.98792
DBTMEE:0006200	Dock11	75974	Minor ZGA	0.97737
DBTMEE:0017775	Rhox10	434769	Minor ZGA	0.97329
DBTMEE:0022756	Zbtb33	56805	Minor ZGA	0.9904
DBTMEE:0003047	Atp1b4	67821	Minor ZGA	0.95022
DBTMEE:0000064	1110059M19Rik	68800	Minor ZGA	0.98862
DBTMEE:0018316	Sash3	74131	Minor ZGA	0.98737
DBTMEE:0018996	Slc25a14	20523	Minor ZGA	0.94088
DBTMEE:0016188	Phf6	70998	Minor ZGA	0.92942
DBTMEE:0022023	Vgll1	170828	Minor ZGA	0.99143
DBTMEE:0004915	Cnga2	12789	Minor ZGA	0.99861
DBTMEE:0014217	Nsdhl	18194	Minor ZGA	0.98252
DBTMEE:0022897	Zfp185	22673	Minor ZGA	0.91666
DBTMEE:0016521	Pnma3	245468	Minor ZGA	0.98174
DBTMEE:0022657	Xlr4b	27083	Minor ZGA	0.99884
DBTMEE:0023192	Zfp92	22754	Minor ZGA	0.99499
DBTMEE:0003491	Bgn	12111	Minor ZGA	0.93898
DBTMEE:0003053	Atp2b3	320707	Minor ZGA	0.99634
DBTMEE:0007959	Gdi1	14567	Minor ZGA	0.98979
DBTMEE:0003590	Brcc3	210766	Minor ZGA	0.96008
DBTMEE:0002916	Arx	11878	Minor ZGA	0.90064
DBTMEE:0015958	Pcyt1b	236899	Minor ZGA	0.98622
DBTMEE:0013999	Nlgn3	245537	Minor ZGA	0.99993
DBTMEE:0006099	Dmrtc1b	632708	Minor ZGA	0.97662
DBTMEE:0021876	Uprt	331487	Minor ZGA	0.94194
DBTMEE:0007479	Fgf16	80903	Minor ZGA	0.99148
DBTMEE:0009147	Gm6377	622976	Minor ZGA	0.94492
DBTMEE:0008527	Gm14920	100039319	Minor ZGA	0.99206
DBTMEE:0000794	3110007F17Rik	73061	Minor ZGA	0.97791
DBTMEE:0016471	Plp1	18823	Minor ZGA	0.98081
DBTMEE:0020391	Tbc1d8b	245638	Minor ZGA	0.99776
DBTMEE:0003008	Atg4a	666468	Minor ZGA	0.99555
DBTMEE:0020877	Tmem164	209497	Minor ZGA	0.97943
DBTMEE:0016113	Pfkfb1	18639	Minor ZGA	0.97015
DBTMEE:0007051	Fam120c	207375	Minor ZGA	0.9925
DBTMEE:0016190	Phf8	320595	Minor ZGA	0.93529
DBTMEE:0021946	Usp51	635253	Minor ZGA	0.99061
DBTMEE:0018138	Rragb	245670	Minor ZGA	0.98595
DBTMEE:0018117	Rps6ka3	110651	Minor ZGA	0.99972
DBTMEE:0018404	Scml2	107815	Minor ZGA	0.9819
DBTMEE:0002008	Ace2	70008	Minor ZGA	0.96002
DBTMEE:0016303	Pir	69656	Minor ZGA	0.98616
DBTMEE:0016237	Piga	18700	Minor ZGA	0.91152
DBTMEE:0002942	Asb9	69299	Minor ZGA	0.99134
DBTMEE:0007290	Fancb	237211	Minor ZGA	0.98105
DBTMEE:0007973	Gemin8	237221	Minor ZGA	0.98442
DBTMEE:0021276	Trappc2	66226	Minor ZGA	0.97662
DBTMEE:0012413	Mid1	17318	Minor ZGA	0.99442
DBTMEE:0001836	AU022751	102991	Minor ZGA	0.98326
DBTMEE:0004774	Clcn5	12728	Minor ZGA	0.89016
DBTMEE:0004034	Ccdc120	54648	Minor ZGA	0.98569
DBTMEE:0006830	Eras	353283	Minor ZGA	0.97292
DBTMEE:0022486	Wdr13	73447	Minor ZGA	0.9342
DBTMEE:0003949	Cask	12361	Minor ZGA	0.95057
DBTMEE:0012047	Maob	109731	Minor ZGA	0.99969
DBTMEE:0011177	Klhl13	67455	Minor ZGA	0.9907
DBTMEE:0008724	Gm2012		Minor ZGA	0.97934
DBTMEE:0009126	Gm6121		Minor ZGA	0.97934
DBTMEE:0019289	Slx		Minor ZGA	0.97934
DBTMEE:0018564	Sept6	56526	Minor ZGA	0.96548
DBTMEE:0005392	Cul4b	72584	Minor ZGA	0.95165
DBTMEE:0006748	Enox2	209224	Minor ZGA	0.99711
DBTMEE:0007053	Fam122b	78755	Minor ZGA	0.97761
DBTMEE:0002819	Arhgef6	73341	Minor ZGA	0.98341
DBTMEE:0007803	Gabra3	14396	Minor ZGA	0.92916
DBTMEE:0022656	Xlr4a	434794	Minor ZGA	0.99046
DBTMEE:0022653	Xlr3a	22445	Minor ZGA	0.99824
DBTMEE:0022658	Xlr4c	72891	Minor ZGA	0.99299
DBTMEE:0022655	Xlr3c	22446	Minor ZGA	0.99503
DBTMEE:0009277	Gm8787	667736	Minor ZGA	0.9538
DBTMEE:0009773	Gyk	14933	Minor ZGA	0.99358
DBTMEE:0010583	Il1rapl1	331461	Minor ZGA	0.97919
DBTMEE:0016089	Pet2	18630	Minor ZGA	0.93549
DBTMEE:0016024	Pdk3	236900	Minor ZGA	0.98161
DBTMEE:0002928	Asb12	70392	Minor ZGA	0.97657
DBTMEE:0022799	Zc4h2	245522	Minor ZGA	0.98919
DBTMEE:0019553	Snx12	55988	Minor ZGA	0.94414
DBTMEE:0009934	Hdac8	70315	Minor ZGA	0.98487
DBTMEE:0000304	1700031F05Rik	73300	Minor ZGA	0.99383
DBTMEE:0006098	Dmrtc1a	70887	Minor ZGA	0.98473
DBTMEE:0003770	C77370	245555	Minor ZGA	0.98332
DBTMEE:0020292	Taf9b	407786	Minor ZGA	0.97584
DBTMEE:0022812	Zcchc5	213436	Minor ZGA	0.97574
DBTMEE:0009947	Hdx	245596	Minor ZGA	0.99366
DBTMEE:0020230	Sytl4	27359	Minor ZGA	0.99557
DBTMEE:0014097	Nox1	237038	Minor ZGA	0.9305
DBTMEE:0003650	Btk	12229	Minor ZGA	0.99998
DBTMEE:0013177	Morf4l2	56397	Minor ZGA	0.991
DBTMEE:0008096	Glra4	14657	Minor ZGA	0.98644
DBTMEE:0017376	Rab9b	319642	Minor ZGA	0.9886
DBTMEE:0018605	Serpina7	331535	Minor ZGA	0.98095
DBTMEE:0011607	Lhfpl1	237091	Minor ZGA	0.99686
DBTMEE:0010554	Il13ra2	16165	Minor ZGA	0.9551
DBTMEE:0002668	Apex2	77622	Minor ZGA	0.96365
DBTMEE:0021406	Tro	56191	Minor ZGA	0.97078
DBTMEE:0018800	Shroom2	110380	Minor ZGA	0.99638
DBTMEE:0004456	Cdkl5	382253	Minor ZGA	0.94318
DBTMEE:0013941	Nhs	195727	Minor ZGA	0.99724
DBTMEE:0023316	Zrsr2	22184	Minor ZGA	0.91979
DBTMEE:0018805	Siah1b	20438	Minor ZGA	0.98443
DBTMEE:0003548	Bmx	12169	Minor ZGA	0.97484
DBTMEE:0013187	Mospd2	76763	Minor ZGA	0.99833
DBTMEE:0014410	Ofd1	237222	Minor ZGA	0.98282
DBTMEE:0006565	Egfl6	54156	Minor ZGA	0.96932
DBTMEE:0009279	Gm8817	667794	Minor ZGA	0.99721
DBTMEE:0020759	Tlr8	170744	Minor ZGA	0.98367
DBTMEE:0007690	Frmpd4	333605	Minor ZGA	0.98008
DBTMEE:0013373	Msl3	17692	Minor ZGA	0.9495
DBTMEE:0007944	Gdap1	14545	Minor ZGA	0.90334
DBTMEE:0022449	Vwc2l	320460	Minor ZGA	0.99945
DBTMEE:0001960	Abl2	11352	Minor ZGA	0.9078
DBTMEE:0017695	Rfwd2	26374	Minor ZGA	0.98477
DBTMEE:0022912	Zfp238	30928	Minor ZGA	0.96622
DBTMEE:0006330	Dusp10	63953	Minor ZGA	0.9168
DBTMEE:0002755	Arfgef1	211673	Minor ZGA	0.93488
DBTMEE:0013749	Ncoa2	17978	Minor ZGA	0.94777
DBTMEE:0007129	Fam178b	381337	Minor ZGA	0.8527
DBTMEE:0017674	Rev1	56210	Minor ZGA	0.99198
DBTMEE:0009547	Gpr55	227326	Minor ZGA	0.87859
DBTMEE:0003963	Casq1	12372	Minor ZGA	0.88202
DBTMEE:0017675	Rev3l	19714	Minor ZGA	0.94251
DBTMEE:0022459	Wasf1	83767	Minor ZGA	0.97988
DBTMEE:0004122	Ccdc6	76551	Minor ZGA	0.93784
DBTMEE:0010707	Ipmk	69718	Minor ZGA	0.95323
DBTMEE:0022927	Zfp280b	64453	Minor ZGA	0.94775
DBTMEE:0002825	Arid3a	13496	Minor ZGA	0.96329
DBTMEE:0009914	Hcfc2	67933	Minor ZGA	0.95902
DBTMEE:0004106	Ccdc41	77048	Minor ZGA	0.971
DBTMEE:0006516	Eea1	216238	Minor ZGA	0.97076
DBTMEE:0011138	Kitl	17311	Minor ZGA	0.99723
DBTMEE:0015619	Osbpl8	237542	Minor ZGA	0.86921
DBTMEE:0003142	Avil	11567	Minor ZGA	0.98873
DBTMEE:0015388	Olfr791	258932	Minor ZGA	0.99115
DBTMEE:0020075	Stxbp5	78808	Minor ZGA	0.97582
DBTMEE:0011642	Lin28b	380669	Minor ZGA	0.909
DBTMEE:0010174	Hnrnph3	432467	Minor ZGA	0.99629
DBTMEE:0010658	Inhbc	16325	Minor ZGA	0.93254
DBTMEE:0017121	Psme4	103554	Minor ZGA	0.96594
DBTMEE:0005124	Cpeb4	67579	Minor ZGA	0.97761
